Designator,Mid X,Mid Y,Rotation,Layer
BT1,106.5,-77.0,0.0,top
D1,78.73,-55.5,0.0,top
D2,135.23,-54.5,0.0,top
R1,120.5,-107.0,90.0,top
R2,96.0,-107.0,90.0,top
